accession	description	tax_id	scientific_name	first_public	base_count
U64545	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS320 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3474
U64532	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS260 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3392
U64560	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS367 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3467
U64548	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS329 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3498
AB669890	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGH06-06.	359927	Drosophila pectinifera	2014-01-02	841
AB703322	Drosophila miranda Adh gene for alcohol dehydrogenase, partial cds, clone: D.miranda.	7229	Drosophila miranda	2012-03-18	405
AF136675	Drosophila americana americana D.am-.9Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AY364509	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	880
AY340305	Drosophila americana pop-variant NN00.05Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
EF216312	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	57873	Drosophila hubeiensis	2007-06-10	431
AB669865	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: AO-2.	109356	Drosophila leontia	2014-01-02	832
AY340301	Drosophila americana pop-variant NN97.04Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY541095	Drosophila innubila strain CH3_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719	Drosophila innubila	2004-12-13	555
KJ767242	Drosophila yakuba strain 14021-0261.0 alcohol dehydrogenase (Adh) gene, partial cds.	7245	Drosophila yakuba	2014-09-04	865
AB669835	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: rufa-OGM.	67533	Drosophila rufa	2014-01-02	838
AB669839	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: tani-YF.	137070	Drosophila tani	2014-01-02	838
AB703318	Drosophila athabasca Adh gene for alcohol dehydrogenase, partial cds, clone: D.athabasca.	7248	Drosophila athabasca	2012-03-18	405
AB830534	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: IR96-1.	67531	Drosophila lacteicornis	2014-01-12	838
AF459758	Drosophila malerkotliana malerkotliana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	195057	Drosophila malerkotliana malerkotliana	2002-05-16	290
AY340287	Drosophila americana pop-variant NN97.09X alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY364520	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	879
AY874362	Drosophila subobscura strain line 1 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1406
AB825961	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: XT-33.	1084936	Drosophila fengkainensis	2015-12-16	840
U20765	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, complete cds, and copia insertion site.	7227	Drosophila melanogaster	1995-03-12	2365
AY340306	Drosophila americana pop-variant NN00.07Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
U76478	Drosophila mulleri strain -1371.0 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7231	Drosophila mulleri	1997-03-06	902
AY044127	Drosophila sulfurigaster alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	88886	Drosophila sulfurigaster	2002-08-06	716
AY154832	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154852	Drosophila arizonae strain AR00 2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	880
AY154856	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	880
AY154863	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	880
M17833	D.melanogaster (strain Fl-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227	Drosophila melanogaster	1991-07-01	2727
M60995	Drosophila pseudoobscura bogotana strain BOG 3389.6 alcohol dehydrogenase (adh) gene, complete cds.	46244	Drosophila pseudoobscura bogotana	1992-01-26	3475
AB669847	Drosophila tsacasi Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0701.00.	34677	Drosophila tsacasi	2014-01-02	838
AY044131	Drosophila hypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157293	Drosophila hypocausta	2002-08-06	723
M17835	D.melanogaster (strain Wa-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227	Drosophila melanogaster	1991-07-01	2769
AB669875	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.00.	46829	Drosophila birchii	2014-01-02	833
AB932651	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.	134000	Drosophila cardinoides	2014-10-26	834
AF067280	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	7246	Drosophila affinis	1998-07-02	430
M60993	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.	46244	Drosophila pseudoobscura bogotana	1992-01-26	3485
AB669873	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.	73157	Drosophila nikananu	2014-01-02	839
AB932663	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.	133975	Drosophila nigrodunni	2014-10-26	840
AY154842	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	878
AY044123	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157058	Drosophila oritisa	2002-08-06	725
AB669877	Drosophila bunnanda Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0721.00.	244254	Drosophila bunnanda	2014-01-02	826
AB932654	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.	133979	Drosophila dunni	2014-10-26	839
AY044121	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157055	Drosophila curviceps	2002-08-06	725
AY364495	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	880
AF067284	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	77130	Drosophila tsukubaensis	1998-07-02	830
AY154835	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154867	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	879
M17845	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.	7227	Drosophila melanogaster	1988-04-02	795
AB194426	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	7217	Drosophila ananassae	2005-05-07	1757
AF045116	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30047	Drosophila sturtevanti	1998-06-02	405
AF045119	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30042	Drosophila prosaltans	1998-06-02	405
AY154872	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154836	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
U40986	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.	7218	Drosophila bifasciata	1996-09-27	429
AY154827	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AB194423	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	296644	Drosophila malerkotliana pallens	2005-05-07	1775
AB194425	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	65965	Drosophila pseudoananassae pseudoananassae	2005-05-07	1762
AF348879	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	67534	Drosophila triauraria	2001-04-16	668
AF151684	Drosophila virilis gp150 (gp150) gene, complete cds type III alcohol dehydrogenase and polar granule component genes, partial sequence.	7244	Drosophila virilis	2000-05-03	6045
AI062419	GH01616.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	7227	Drosophila melanogaster	1998-07-27	621
BG632144	GH04104.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH04104 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	7227	Drosophila melanogaster	2001-04-28	690
CV787951	zaa60b01.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245	Drosophila yakuba	2004-11-12	711
BI571735	RH07019.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07019 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-07	548
BI570978	RH05780.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05780 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-07	694
BI571817	RH07117.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07117 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-07	535
AF171740	AF171740 Drosophila melanogaster brain Canton S adult Drosophila melanogaster cDNA clone 201 similar to mRNA for alcohol dehydrogenase related function, mRNA sequence.	7227	Drosophila melanogaster	1999-08-25	562
AI404819	GH24657.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24657 5prime similar to X60793: D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase, mRNA sequence.	7227	Drosophila melanogaster	1999-02-10	667
AY695383	Drosophila antillea alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	133984	Drosophila antillea	2006-08-01	1144
BF503615	AT04696.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT04696 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	7227	Drosophila melanogaster	2000-12-07	730
BI241261	RE38288.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE38288 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 05/12/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-07-15	679
BI606073	RH72161.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH72161 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/24/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-10	593
BI618605	RH49473.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH49473 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/19/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-11	647
CK133169	RE17806.3prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE17806 3 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/14/2002, mRNA sequence.	7227	Drosophila melanogaster	2003-12-03	633
BI622627	RH54530.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH54530 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-11	582
BI613172	RH42270.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH42270 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/01/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-11	636
